sample_id	MAGs(HQ&MQ)	uMAGs	kMAGs	studys	country	oral_site
RDPYD18088904	29	3	26	4D_SZ	China	tongue
RDPYD18088830	18	2	16	4D_SZ	China	saliva
RSZYD18187512	17	2	15	4D_SZ	China	saliva
RSZYD18078575	2	1	1	4D_SZ	China	saliva
RDPYD18093589	15	0	15	4D_SZ	China	saliva
ERR589596	35	8	27	ZhangX_2015	China	dental
YS000370	15	3	12	Yunnan	China	saliva
RDPYD18088983	9	2	7	4D_SZ	China	saliva
RDPYD18089048	16	0	16	4D_SZ	China	tongue
SRS476202	4	0	4	IlanaB_2019	Fiji	saliva
RSZYD18078341	28	4	24	4D_SZ	China	saliva
RSZYD18187878	14	2	12	4D_SZ	China	saliva
RSZYD18078781	20	1	19	4D_SZ	China	saliva
RSZYD18078313	42	11	31	4D_SZ	China	saliva
ERR2764985	5	0	5	ZellerG_2014	France	saliva
RSZYD18078262	25	3	22	4D_SZ	China	saliva
SRR6748142	6	1	5	GoltsmanDSA_2018	USA	saliva
RSZYD18078223	21	3	18	4D_SZ	China	saliva
SRR6748226	7	0	7	GoltsmanDSA_2018	USA	saliva
RSZYD18187099	8	2	6	4D_SZ	China	saliva
RDPYD18075182	1	0	1	4D_SZ	China	saliva
RSZYD18187368	14	1	13	4D_SZ	China	saliva
SRR6748164	7	1	6	GoltsmanDSA_2018	USA	saliva
RSZYD18187206	17	2	15	4D_SZ	China	saliva
YS000160	17	4	13	Yunnan	China	saliva
RSZYD18187450	12	3	9	4D_SZ	China	saliva
ERR2764918	6	0	6	ZellerG_2014	France	saliva
ERR2764870	7	0	7	ZellerG_2014	France	saliva
RDPYD18300281	9	0	9	4D_SZ	China	saliva
RSZYD18187367	23	4	19	4D_SZ	China	saliva
RDPYD18089363	24	3	21	4D_SZ	China	tongue
ERR589631	34	7	27	ZhangX_2015	China	dental
RSZYD18078161	13	2	11	4D_SZ	China	saliva
ERR589617	21	3	18	ZhangX_2015	China	dental
RDPYD18088901	22	2	20	4D_SZ	China	tongue
YS000482	9	2	7	Yunnan	China	saliva
RDPYD18189964	6	0	6	4D_SZ	China	saliva
RDPYD18300038	15	2	13	4D_SZ	China	saliva
RSZYD18187543	4	0	4	4D_SZ	China	saliva
RSZYD18187596	8	0	8	4D_SZ	China	saliva
RDPYD18189971	24	1	23	4D_SZ	China	saliva
RSZYD18187700	2	0	2	4D_SZ	China	saliva
ERR2764874	2	0	2	ZellerG_2014	France	saliva
RDPYD18189983	8	1	7	4D_SZ	China	saliva
RSZYD18187290	3	0	3	4D_SZ	China	saliva
RSZYD18187358	13	1	12	4D_SZ	China	saliva
YS000143	14	5	9	Yunnan	China	saliva
RDPYD18089297	18	2	16	4D_SZ	China	tongue
YS000664	8	3	5	Yunnan	China	saliva
RSZYD18187384	12	1	11	4D_SZ	China	saliva
RSZYD18187201	9	2	7	4D_SZ	China	saliva
ERR2764988	1	0	1	ZellerG_2014	France	saliva
RSZYD18187731	22	5	17	4D_SZ	China	saliva
RSZYD18187518	14	2	12	4D_SZ	China	saliva
RDPYD18300136	10	1	9	4D_SZ	China	saliva
RSZYD18078180	18	0	18	4D_SZ	China	saliva
RDPYD18300278	13	2	11	4D_SZ	China	saliva
RDPYD18189806	19	4	15	4D_SZ	China	saliva
YS000658	3	0	3	Yunnan	China	saliva
RSZYD18078534	5	0	5	4D_SZ	China	saliva
YS000028	6	2	4	Yunnan	China	saliva
ERR589450	20	3	17	ZhangX_2015	China	dental
ERR589492	11	0	11	ZhangX_2015	China	saliva
RDPYD18300043	7	0	7	4D_SZ	China	saliva
RDPYD18075174	23	2	21	4D_SZ	China	saliva
YS001160	7	0	7	Yunnan	China	saliva
YS000483	13	3	10	Yunnan	China	saliva
SRR6748010	3	0	3	GoltsmanDSA_2018	USA	saliva
YS000488	7	1	6	Yunnan	China	saliva
RSZYD18078562	37	5	32	4D_SZ	China	saliva
ERR2764996	10	0	10	ZellerG_2014	France	saliva
ERR589516	24	1	23	ZhangX_2015	China	dental
RSZYD18187544	6	0	6	4D_SZ	China	saliva
RSZYD18078684	13	1	12	4D_SZ	China	saliva
RSZYD18187219	9	1	8	4D_SZ	China	saliva
RDPYD18190861	24	0	24	4D_SZ	China	tongue
RDPYD18089360	34	3	31	4D_SZ	China	tongue
RSZYD18078789	22	4	18	4D_SZ	China	saliva
SRR6748105	4	0	4	GoltsmanDSA_2018	USA	saliva
ERR2764914	4	0	4	ZellerG_2014	France	saliva
ERR589449	15	2	13	ZhangX_2015	China	dental
RDPYD18088989	9	2	7	4D_SZ	China	saliva
RDPYD18300346	11	3	8	4D_SZ	China	saliva
RSZYD18187416	13	2	11	4D_SZ	China	saliva
ERR589709	13	1	12	ZhangX_2015	China	saliva
SRR8114088	16	1	15	Heintz_2016	Luxembourg	saliva
RDPYD18300362	32	4	28	4D_SZ	China	saliva
RSZYD18187898	23	0	23	4D_SZ	China	saliva
RDPYD18189891	7	0	7	4D_SZ	China	saliva
SRR6748045	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18078310	13	1	12	4D_SZ	China	saliva
RSZYD18078081	7	1	6	4D_SZ	China	saliva
SRR8114036	7	1	6	Heintz_2016	Luxembourg	saliva
YS000514	2	0	2	Yunnan	China	saliva
RSZYD18078400	28	4	24	4D_SZ	China	saliva
RSZYD18078726	6	0	6	4D_SZ	China	saliva
RSZYD18187808	5	0	5	4D_SZ	China	saliva
RDPYD18300158	7	0	7	4D_SZ	China	saliva
RDPYD18189833	9	0	9	4D_SZ	China	saliva
RSZYD18078529	30	3	27	4D_SZ	China	saliva
RSZYD18078699	23	4	19	4D_SZ	China	saliva
YS000593	8	0	8	Yunnan	China	saliva
ERR589662	12	2	10	ZhangX_2015	China	dental
RSZYD18187207	6	1	5	4D_SZ	China	saliva
RSZYD18187261	29	6	23	4D_SZ	China	saliva
RSZYD18078317	14	0	14	4D_SZ	China	saliva
RDPYD18093603	18	1	17	4D_SZ	China	saliva
RSZYD18078202	19	3	16	4D_SZ	China	saliva
RSZYD18187264	10	1	9	4D_SZ	China	saliva
RSZYD18078134	27	2	25	4D_SZ	China	saliva
YS000328	7	2	5	Yunnan	China	saliva
ERR589639	20	4	16	ZhangX_2015	China	dental
YS000404	19	7	12	Yunnan	China	saliva
SRR8114034	21	4	17	Heintz_2016	Luxembourg	saliva
RSZYD18078782	5	1	4	4D_SZ	China	saliva
ERR589598	32	8	24	ZhangX_2015	China	dental
YS001023	11	1	10	Yunnan	China	saliva
RDPYD18190843	29	5	24	4D_SZ	China	tongue
ERR2764875	2	0	2	ZellerG_2014	France	saliva
YS000904	10	5	5	Yunnan	China	saliva
RDPYD18093627	22	3	19	4D_SZ	China	tongue
RDPYD18189808	8	0	8	4D_SZ	China	saliva
RDPYD18088995	29	4	25	4D_SZ	China	tongue
RSZYD18187105	4	0	4	4D_SZ	China	saliva
RSZYD18186999	28	4	24	4D_SZ	China	saliva
RSZYD18187942	14	2	12	4D_SZ	China	saliva
RSZYD18093180	28	3	25	4D_SZ	China	tongue
RSZYD18187031	5	0	5	4D_SZ	China	saliva
RSZYD18078110	4	1	3	4D_SZ	China	saliva
RSZYD18078129	17	0	17	4D_SZ	China	saliva
SRR6747968	6	1	5	GoltsmanDSA_2018	USA	saliva
RSZYD18187292	13	1	12	4D_SZ	China	saliva
RSZYD18088559	27	4	23	4D_SZ	China	tongue
RDPYD18088930	24	4	20	4D_SZ	China	tongue
YS000398	19	4	15	Yunnan	China	saliva
RSZYD18187885	17	2	15	4D_SZ	China	saliva
SRR8114012	4	1	3	Heintz_2016	Luxembourg	saliva
RSZYD18078753	2	0	2	4D_SZ	China	saliva
RDPYD18089370	29	3	26	4D_SZ	China	tongue
YS000710	5	1	4	Yunnan	China	saliva
RDPYD18189856	4	0	4	4D_SZ	China	saliva
RSZYD18187074	22	4	18	4D_SZ	China	saliva
SRS476294	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18187489	5	1	4	4D_SZ	China	saliva
RDPYD18089009	26	2	24	4D_SZ	China	tongue
RDPYD18093597	14	1	13	4D_SZ	China	saliva
RSZYD18187538	4	0	4	4D_SZ	China	saliva
RSZYD18078417	29	5	24	4D_SZ	China	saliva
YS000549	9	1	8	Yunnan	China	saliva
RSZYD18187926	26	0	26	4D_SZ	China	saliva
RDPYD18088952	31	2	29	4D_SZ	China	saliva
RDPYD18300284	6	1	5	4D_SZ	China	saliva
RSZYD18187948	8	0	8	4D_SZ	China	saliva
RDPYD18300034	5	1	4	4D_SZ	China	saliva
RDPYD18089327	24	5	19	4D_SZ	China	tongue
RSZYD18078185	41	3	38	4D_SZ	China	saliva
RDPYD18088841	21	2	19	4D_SZ	China	saliva
RSZYD18078248	11	2	9	4D_SZ	China	saliva
YS001061	7	2	5	Yunnan	China	saliva
RDPYD18190852	34	3	31	4D_SZ	China	tongue
RSZYD18187521	14	1	13	4D_SZ	China	saliva
RSZYD18187301	14	0	14	4D_SZ	China	saliva
RDPYD18300065	2	1	1	4D_SZ	China	saliva
RDPYD18089271	32	6	26	4D_SZ	China	tongue
YS000205	13	6	7	Yunnan	China	saliva
ERR2764884	1	0	1	ZellerG_2014	France	saliva
RSZYD18078190	14	2	12	4D_SZ	China	saliva
RDPYD18088958	24	4	20	4D_SZ	China	saliva
RSZYD18078167	31	2	29	4D_SZ	China	saliva
RDPYD18300105	10	0	10	4D_SZ	China	saliva
RSZYD18187881	18	3	15	4D_SZ	China	saliva
RSZYD18187723	28	3	25	4D_SZ	China	saliva
RDPYD18189936	17	1	16	4D_SZ	China	saliva
RDPYD18089261	32	3	29	4D_SZ	China	tongue
ERR589477	20	1	19	ZhangX_2015	China	dental
RSZYD18187897	27	3	24	4D_SZ	China	saliva
RSZYD18088543	24	0	24	4D_SZ	China	tongue
ERR2764795	5	2	3	ZellerG_2014	Germany	saliva
SRS476002	10	2	8	IlanaB_2019	Fiji	saliva
RSZYD18187764	14	0	14	4D_SZ	China	saliva
RDPYD18075163	12	2	10	4D_SZ	China	saliva
RSZYD18187076	32	3	29	4D_SZ	China	saliva
YS000726	21	1	20	Yunnan	China	saliva
RSZYD18078210	14	2	12	4D_SZ	China	saliva
ERR589407	8	1	7	ZhangX_2015	China	saliva
RSZYD18187780	6	0	6	4D_SZ	China	saliva
RSZYD18187760	13	1	12	4D_SZ	China	saliva
ERR589515	20	3	17	ZhangX_2015	China	dental
YS001130	11	2	9	Yunnan	China	saliva
ERR589413	4	0	4	ZhangX_2015	China	saliva
ERR2764865	7	0	7	ZellerG_2014	France	saliva
SRR8114087	14	2	12	Heintz_2016	Luxembourg	saliva
RSZYD18187316	23	3	20	4D_SZ	China	saliva
RDPYD18300031	11	1	10	4D_SZ	China	saliva
RSZYD18187639	6	1	5	4D_SZ	China	saliva
YS000693	10	2	8	Yunnan	China	saliva
RSZYD18078088	14	2	12	4D_SZ	China	saliva
ERR589407	14	0	14	ZhangX_2015	China	saliva
SRR8114019	8	1	7	Heintz_2016	Luxembourg	saliva
ERR589409	10	2	8	ZhangX_2015	China	saliva
RSZYD18187413	13	2	11	4D_SZ	China	saliva
RDPYD18300090	1	0	1	4D_SZ	China	saliva
YS000380	1	0	1	Yunnan	China	saliva
RSZYD18187152	19	2	17	4D_SZ	China	saliva
YS000393	1	1	0	Yunnan	China	saliva
ERR2764811	11	0	11	ZellerG_2014	Germany	saliva
RSZYD18187791	22	2	20	4D_SZ	China	saliva
ERR589660	32	11	21	ZhangX_2015	China	dental
RSZYD18078447	5	1	4	4D_SZ	China	saliva
RDPYD18300048	12	0	12	4D_SZ	China	saliva
RSZYD18187281	19	1	18	4D_SZ	China	saliva
ERR589479	21	2	19	ZhangX_2015	China	dental
RSZYD18187179	17	2	15	4D_SZ	China	saliva
YS000280	13	4	9	Yunnan	China	saliva
RDPYD18189847	11	0	11	4D_SZ	China	saliva
RSZYD18078215	18	2	16	4D_SZ	China	saliva
SRR8114090	5	0	5	Heintz_2016	Luxembourg	saliva
ERR2764928	7	0	7	ZellerG_2014	France	saliva
YS000381	18	1	17	Yunnan	China	saliva
RDPYD18189915	12	2	10	4D_SZ	China	saliva
RSZYD18187987	8	0	8	4D_SZ	China	saliva
RSZYD18187651	6	1	5	4D_SZ	China	saliva
RSZYD18187257	4	1	3	4D_SZ	China	saliva
ERR589688	22	4	18	ZhangX_2015	China	saliva
RSZYD18078408	1	0	1	4D_SZ	China	saliva
YS000237	2	1	1	Yunnan	China	saliva
ERR589489	23	0	23	ZhangX_2015	China	saliva
RDPYD18089038	24	5	19	4D_SZ	China	tongue
RSZYD18187127	15	1	14	4D_SZ	China	saliva
YS000320	15	2	13	Yunnan	China	saliva
ERR589604	15	1	14	ZhangX_2015	China	dental
ERR2764856	4	0	4	ZellerG_2014	France	saliva
RDPYD18189848	31	5	26	4D_SZ	China	saliva
RSZYD18078590	13	0	13	4D_SZ	China	saliva
RSZYD18078495	2	0	2	4D_SZ	China	saliva
RSZYD18078425	22	3	19	4D_SZ	China	saliva
RSZYD18187801	30	4	26	4D_SZ	China	saliva
RSZYD18078347	21	1	20	4D_SZ	China	saliva
RSZYD18187563	5	0	5	4D_SZ	China	saliva
RSZYD18078639	9	0	9	4D_SZ	China	saliva
RDPYD18075177	14	1	13	4D_SZ	China	saliva
SRS476057	2	0	2	IlanaB_2019	Fiji	saliva
YS000938	3	1	2	Yunnan	China	saliva
RDPYD18300320	14	3	11	4D_SZ	China	saliva
YS000311	7	2	5	Yunnan	China	saliva
RSZYD18187028	11	2	9	4D_SZ	China	saliva
RSZYD18187186	23	3	20	4D_SZ	China	saliva
RSZYD18078462	17	1	16	4D_SZ	China	saliva
RDPYD18088777	29	4	25	4D_SZ	China	saliva
RSZYD18187540	16	2	14	4D_SZ	China	saliva
SRS475975	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18078490	23	2	21	4D_SZ	China	saliva
ERR589696	19	2	17	ZhangX_2015	China	saliva
RDPYD18089259	34	7	27	4D_SZ	China	tongue
RDPYD18093626	30	4	26	4D_SZ	China	tongue
RDPYD18190872	27	0	27	4D_SZ	China	tongue
RDPYD18190865	14	1	13	4D_SZ	China	tongue
RSZYD18187542	16	2	14	4D_SZ	China	saliva
ERR2764966	5	0	5	ZellerG_2014	France	saliva
RDPYD18093592	17	2	15	4D_SZ	China	saliva
SRR6748223	9	1	8	GoltsmanDSA_2018	USA	saliva
RDPYD18189812	12	0	12	4D_SZ	China	saliva
RSZYD18078071	12	3	9	4D_SZ	China	saliva
YS000684	2	0	2	Yunnan	China	saliva
RDPYD18189943	25	5	20	4D_SZ	China	saliva
YS000163	7	0	7	Yunnan	China	saliva
SRS475969	3	1	2	IlanaB_2019	Fiji	saliva
RDPYD18300318	4	0	4	4D_SZ	China	saliva
RSZYD18187914	12	1	11	4D_SZ	China	saliva
ERR2764861	5	0	5	ZellerG_2014	France	saliva
RSZYD18187669	35	6	29	4D_SZ	China	saliva
YS000675	1	0	1	Yunnan	China	saliva
YS000532	7	0	7	Yunnan	China	saliva
RDPYD18300098	14	1	13	4D_SZ	China	saliva
RDPYD18089330	21	4	17	4D_SZ	China	tongue
RDPYD18300029	18	2	16	4D_SZ	China	saliva
RSZYD18078802	12	0	12	4D_SZ	China	saliva
YS000290	11	3	8	Yunnan	China	saliva
RDPYD18088803	29	4	25	4D_SZ	China	saliva
RSZYD18078624	12	1	11	4D_SZ	China	saliva
RSZYD18078466	16	2	14	4D_SZ	China	saliva
RSZYD18187849	9	1	8	4D_SZ	China	saliva
RSZYD18187168	10	1	9	4D_SZ	China	saliva
RSZYD18187912	5	0	5	4D_SZ	China	saliva
ERR2764879	2	0	2	ZellerG_2014	France	saliva
RSZYD18078683	10	0	10	4D_SZ	China	saliva
RDPYD18089250	31	7	24	4D_SZ	China	tongue
YS000005	2	0	2	Yunnan	China	saliva
RSZYD18187814	10	2	8	4D_SZ	China	saliva
YS000125	7	1	6	Yunnan	China	saliva
SRR6747970	8	0	8	GoltsmanDSA_2018	USA	saliva
YS000411	19	3	16	Yunnan	China	saliva
RSZYD18187063	9	2	7	4D_SZ	China	saliva
RDPYD18189871	11	0	11	4D_SZ	China	saliva
ERR589622	30	4	26	ZhangX_2015	China	dental
YS000474	11	1	10	Yunnan	China	saliva
YS000530	5	0	5	Yunnan	China	saliva
YS000740	13	2	11	Yunnan	China	saliva
RSZYD18187795	10	2	8	4D_SZ	China	saliva
RSZYD18078268	7	0	7	4D_SZ	China	saliva
RSZYD18187535	4	1	3	4D_SZ	China	saliva
RSZYD18187762	22	2	20	4D_SZ	China	saliva
RDPYD18189978	7	1	6	4D_SZ	China	saliva
YS000949	8	0	8	Yunnan	China	saliva
RDPYD18300315	9	2	7	4D_SZ	China	saliva
RDPYD18088797	10	1	9	4D_SZ	China	saliva
RSZYD18078356	18	3	15	4D_SZ	China	saliva
RSZYD18187499	25	2	23	4D_SZ	China	saliva
RDPYD18189846	13	4	9	4D_SZ	China	saliva
RSZYD18078690	10	1	9	4D_SZ	China	saliva
RSZYD18078427	1	1	0	4D_SZ	China	saliva
SRR8114024	5	2	3	Heintz_2016	Luxembourg	saliva
ERR2764965	15	2	13	ZellerG_2014	France	saliva
RDPYD18089337	28	4	24	4D_SZ	China	tongue
ERR589433	26	4	22	ZhangX_2015	China	saliva
RDPYD18088785	12	1	11	4D_SZ	China	saliva
ERR2764880	2	0	2	ZellerG_2014	France	saliva
ERR2764967	4	0	4	ZellerG_2014	France	saliva
RDPYD18300083	11	1	10	4D_SZ	China	saliva
RSZYD18187013	16	3	13	4D_SZ	China	saliva
RDPYD18300273	12	1	11	4D_SZ	China	saliva
RDPYD18088946	25	3	22	4D_SZ	China	tongue
YS000583	8	1	7	Yunnan	China	saliva
ERR2764952	5	1	4	ZellerG_2014	France	saliva
RSZYD18078166	14	1	13	4D_SZ	China	saliva
YS000742	2	0	2	Yunnan	China	saliva
RDPYD18088864	28	3	25	4D_SZ	China	tongue
RSZYD18187594	5	1	4	4D_SZ	China	saliva
RSZYD18078162	14	3	11	4D_SZ	China	saliva
RSZYD18187172	5	0	5	4D_SZ	China	saliva
RSZYD18078243	7	0	7	4D_SZ	China	saliva
SRS476056	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18078465	4	2	2	4D_SZ	China	saliva
RDPYD18189817	14	4	10	4D_SZ	China	saliva
RDPYD18088829	26	4	22	4D_SZ	China	saliva
RDPYD18089043	30	7	23	4D_SZ	China	tongue
RSZYD18078280	14	0	14	4D_SZ	China	saliva
RSZYD18187288	16	3	13	4D_SZ	China	saliva
RDPYD18088842	8	1	7	4D_SZ	China	saliva
RSZYD18078411	5	0	5	4D_SZ	China	saliva
YS001157	12	2	10	Yunnan	China	saliva
RSZYD18187928	4	0	4	4D_SZ	China	saliva
SRR8114043	4	1	3	Heintz_2016	Luxembourg	saliva
YS000248	9	2	7	Yunnan	China	saliva
YS000416	12	0	12	Yunnan	China	saliva
YS000975	8	1	7	Yunnan	China	saliva
RSZYD18187153	22	3	19	4D_SZ	China	saliva
RSZYD18078324	17	0	17	4D_SZ	China	saliva
RSZYD18078331	26	3	23	4D_SZ	China	saliva
YS000082	17	0	17	Yunnan	China	saliva
RSZYD18187381	6	0	6	4D_SZ	China	saliva
RSZYD18187525	6	1	5	4D_SZ	China	saliva
RSZYD18187459	38	5	33	4D_SZ	China	saliva
RDPYD18089035	15	3	12	4D_SZ	China	tongue
ERR2764886	1	0	1	ZellerG_2014	France	saliva
RDPYD18088896	5	1	4	4D_SZ	China	tongue
YS000164	9	0	9	Yunnan	China	saliva
RDPYD18079684	21	3	18	4D_SZ	China	tongue
RSZYD18078438	7	3	4	4D_SZ	China	saliva
RSZYD18187240	10	1	9	4D_SZ	China	saliva
RSZYD18078625	19	4	15	4D_SZ	China	saliva
RSZYD18187318	7	0	7	4D_SZ	China	saliva
RSZYD18187027	4	0	4	4D_SZ	China	saliva
ERR589643	23	1	22	ZhangX_2015	China	dental
RSZYD18078075	31	6	25	4D_SZ	China	saliva
RDPYD18079686	30	5	25	4D_SZ	China	tongue
RDPYD18300329	7	1	6	4D_SZ	China	saliva
YS000239	4	1	3	Yunnan	China	saliva
RDPYD18088802	8	0	8	4D_SZ	China	saliva
RSZYD18078220	10	0	10	4D_SZ	China	saliva
YS000362	3	1	2	Yunnan	China	saliva
YS001129	10	1	9	Yunnan	China	saliva
YS000254	11	2	9	Yunnan	China	saliva
RDPYD18189828	23	3	20	4D_SZ	China	saliva
RDPYD18190840	25	1	24	4D_SZ	China	tongue
RSZYD18187349	10	4	6	4D_SZ	China	saliva
ERR589678	19	4	15	ZhangX_2015	China	saliva
YS000259	14	3	11	Yunnan	China	saliva
RDPYD18089280	23	3	20	4D_SZ	China	tongue
RSZYD18078468	3	1	2	4D_SZ	China	saliva
RDPYD18300372	14	1	13	4D_SZ	China	saliva
ERR589366	20	1	19	ZhangX_2015	China	dental
RDPYD18088906	28	6	22	4D_SZ	China	tongue
RSZYD18187777	13	0	13	4D_SZ	China	saliva
ERR589403	11	1	10	ZhangX_2015	China	saliva
RSZYD18078554	8	0	8	4D_SZ	China	saliva
YS000678	8	1	7	Yunnan	China	saliva
RSZYD18187371	8	0	8	4D_SZ	China	saliva
RDPYD18300185	11	1	10	4D_SZ	China	saliva
RSZYD18187774	6	2	4	4D_SZ	China	saliva
RDPYD18300019	18	5	13	4D_SZ	China	saliva
RDPYD18300010	11	1	10	4D_SZ	China	saliva
YS001133	5	1	4	Yunnan	China	saliva
YS000130	1	0	1	Yunnan	China	saliva
RDPYD18079673	28	6	22	4D_SZ	China	tongue
RDPYD18088792	34	1	33	4D_SZ	China	saliva
RDPYD18189836	22	2	20	4D_SZ	China	saliva
RDPYD18300353	3	0	3	4D_SZ	China	saliva
RSZYD18078232	9	1	8	4D_SZ	China	saliva
YS000306	14	1	13	Yunnan	China	saliva
RDPYD18300268	5	0	5	4D_SZ	China	saliva
YS000581	10	3	7	Yunnan	China	saliva
RDPYD18300081	25	2	23	4D_SZ	China	saliva
RDPYD18300266	12	0	12	4D_SZ	China	saliva
RSZYD18078515	7	1	6	4D_SZ	China	saliva
RSZYD18187113	15	2	13	4D_SZ	China	saliva
RSZYD18078168	25	5	20	4D_SZ	China	saliva
RDPYD18088961	3	0	3	4D_SZ	China	saliva
RDPYD18300405	25	2	23	4D_SZ	China	saliva
YS000466	7	0	7	Yunnan	China	saliva
YS000022	4	0	4	Yunnan	China	saliva
RSZYD18187978	23	2	21	4D_SZ	China	saliva
RSZYD18078692	24	3	21	4D_SZ	China	saliva
RSZYD18078605	18	3	15	4D_SZ	China	saliva
ERR2764970	4	0	4	ZellerG_2014	France	saliva
RDPYD18189824	5	1	4	4D_SZ	China	saliva
RDPYD18300295	7	1	6	4D_SZ	China	saliva
ERR2764997	11	0	11	ZellerG_2014	France	saliva
RSZYD18187758	29	3	26	4D_SZ	China	saliva
RSZYD18078505	18	1	17	4D_SZ	China	saliva
SRS476284	3	1	2	IlanaB_2019	Fiji	saliva
ERR589675	10	2	8	ZhangX_2015	China	saliva
RSZYD18187625	7	1	6	4D_SZ	China	saliva
RSZYD18187421	20	4	16	4D_SZ	China	saliva
ERR589664	23	1	22	ZhangX_2015	China	dental
RSZYD18078147	15	2	13	4D_SZ	China	saliva
RDPYD18300111	14	2	12	4D_SZ	China	saliva
RSZYD18078343	12	4	8	4D_SZ	China	saliva
RDPYD18088826	24	6	18	4D_SZ	China	saliva
RDPYD18088980	3	0	3	4D_SZ	China	saliva
RDPYD18088926	30	5	25	4D_SZ	China	tongue
RSZYD18187119	25	2	23	4D_SZ	China	saliva
RDPYD18189953	10	0	10	4D_SZ	China	saliva
RDPYD18300406	13	3	10	4D_SZ	China	saliva
ERR589397	1	0	1	ZhangX_2015	China	saliva
RSZYD18078528	16	2	14	4D_SZ	China	saliva
ERR589672	22	3	19	ZhangX_2015	China	saliva
RSZYD18078322	31	1	30	4D_SZ	China	saliva
RSZYD18088539	35	4	31	4D_SZ	China	tongue
RSZYD18078708	2	0	2	4D_SZ	China	saliva
RDPYD18089011	27	4	23	4D_SZ	China	tongue
ERR589439	9	1	8	ZhangX_2015	China	saliva
RSZYD18078812	16	1	15	4D_SZ	China	saliva
ERR2764878	3	0	3	ZellerG_2014	France	saliva
RSZYD18187089	1	0	1	4D_SZ	China	saliva
ERR2764991	4	0	4	ZellerG_2014	France	saliva
RSZYD18078467	25	3	22	4D_SZ	China	saliva
YS000236	16	1	15	Yunnan	China	saliva
YS000972	11	1	10	Yunnan	China	saliva
RDPYD18300194	5	1	4	4D_SZ	China	saliva
RSZYD18078660	17	0	17	4D_SZ	China	saliva
YS000282	12	0	12	Yunnan	China	saliva
ERR2765002	6	0	6	ZellerG_2014	France	saliva
RDPYD18300373	15	2	13	4D_SZ	China	saliva
RSZYD18187855	10	1	9	4D_SZ	China	saliva
RSZYD18078279	10	0	10	4D_SZ	China	saliva
RDPYD18075172	18	1	17	4D_SZ	China	saliva
RSZYD18078646	7	3	4	4D_SZ	China	saliva
RSZYD18187443	5	1	4	4D_SZ	China	saliva
RSZYD18187461	7	0	7	4D_SZ	China	saliva
RSZYD18187827	9	1	8	4D_SZ	China	saliva
YS000374	10	2	8	Yunnan	China	saliva
YS000172	5	2	3	Yunnan	China	saliva
RSZYD18078049	9	0	9	4D_SZ	China	saliva
RDPYD18088827	9	2	7	4D_SZ	China	saliva
YS000728	19	4	15	Yunnan	China	saliva
RDPYD18300028	32	4	28	4D_SZ	China	saliva
YS000590	14	1	13	Yunnan	China	saliva
YS000517	1	1	0	Yunnan	China	saliva
RSZYD18187471	28	4	24	4D_SZ	China	saliva
SRR6748134	6	1	5	GoltsmanDSA_2018	USA	saliva
RSZYD18187142	16	2	14	4D_SZ	China	saliva
RSZYD18187320	5	2	3	4D_SZ	China	saliva
RSZYD18078326	8	2	6	4D_SZ	China	saliva
YS000902	7	0	7	Yunnan	China	saliva
RDPYD18189956	9	1	8	4D_SZ	China	saliva
ERR589487	1	0	1	ZhangX_2015	China	saliva
YS000608	16	1	15	Yunnan	China	saliva
ERR2764915	7	0	7	ZellerG_2014	France	saliva
RSZYD18187579	3	0	3	4D_SZ	China	saliva
RSZYD18187059	17	5	12	4D_SZ	China	saliva
RDPYD18300401	1	0	1	4D_SZ	China	saliva
RSZYD18187980	18	1	17	4D_SZ	China	saliva
RSZYD18187175	25	2	23	4D_SZ	China	saliva
RSZYD18078790	24	5	19	4D_SZ	China	saliva
RSZYD18187061	38	6	32	4D_SZ	China	saliva
RDPYD18190857	26	9	17	4D_SZ	China	tongue
SRR6748003	6	0	6	GoltsmanDSA_2018	USA	saliva
RSZYD18078739	10	1	9	4D_SZ	China	saliva
SRR6748165	3	1	2	GoltsmanDSA_2018	USA	saliva
YS001134	17	2	15	Yunnan	China	saliva
RDPYD18089361	38	5	33	4D_SZ	China	tongue
YS000309	6	0	6	Yunnan	China	saliva
RSZYD18187937	10	0	10	4D_SZ	China	saliva
RDPYD18088975	24	1	23	4D_SZ	China	saliva
YS000414	14	2	12	Yunnan	China	saliva
RSZYD18187522	12	3	9	4D_SZ	China	saliva
RSZYD18078464	15	0	15	4D_SZ	China	saliva
RSZYD18078148	36	6	30	4D_SZ	China	saliva
RDPYD18300331	6	0	6	4D_SZ	China	saliva
YS000406	2	0	2	Yunnan	China	saliva
SRR8114041	9	2	7	Heintz_2016	Luxembourg	saliva
SRR6748184	11	1	10	GoltsmanDSA_2018	USA	saliva
RSZYD18078235	32	3	29	4D_SZ	China	saliva
YS001026	1	0	1	Yunnan	China	saliva
YS000221	12	1	11	Yunnan	China	saliva
RSZYD18078746	24	3	21	4D_SZ	China	saliva
RSZYD18187583	27	3	24	4D_SZ	China	saliva
ERR589445	33	9	24	ZhangX_2015	China	dental
RSZYD18187623	6	1	5	4D_SZ	China	saliva
